Post ID,Confirmed DesignTag1,Confirmed DesignTag2,Confirmed DesignTag3,App Technology,App Domain,App Size,Platform Context,Organizational Context,Technical Context,Quality attributes,Other 1,Other 2,Other 3
53521418,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
41808270,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
30571604,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
53326117,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
27713618,activerecord,,,Mobile Application,Transport Systems,NONE,Databases,NONE,Development methodology,functionality,NONE,NONE,NONE
30306107,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
49171571,microservices,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,availability,NONE,NONE,NONE
35948579,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
20085322,soa,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
1545346,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19526474,decorator,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
9322880,REST,,,Web Application,NONE,NONE,Development Systems,NONE,Development methodology,security,NONE,NONE,NONE
8509593,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12819784,REST,,,Mobile Application,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
3997912,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
33558281,client server,,,NONE,NONE,NONE,NONE,NONE,Quality standards,usability,NONE,NONE,NONE
29641114,publish-subscribe,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
33133594,activerecord,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
42080017,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
43041563,microservices,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
8189302,inversion-of-control,,,NONE,NONE,NONE,NONE,NONE,Quality standards,availability,NONE,NONE,NONE
19252836,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
39630449,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
2866449,ddd,,,NONE,NONE,NONE,Databases,nONE,Development methodology,modifiability,NONE,NONE,NONE
32808231,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
40930432,microservices,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
32891667,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
29261229,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
28578887,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
11789729,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
27612419,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
38454971,MVP,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
54035808,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19137621,activerecord,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
57420306,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11006673,client server,,,Mobile Application,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
4608225,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
487857,MVC,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
3851468,REST,,,NONE,NONE,NONE,Hardware context,NONE,Development methodology,security,NONE,NONE,NONE
30745153,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
3489793,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3171150,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
5358213,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
18435827,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
54179638,microservices,,,NONE,NONE,NONE,Operating Systems,NONE,NONE,NONE,NONE,NONE,NONE
1812906,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
27311177,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
23274616,REST,,,Web Application,NONE,NONE,Network context,NONE,Development methodology,NONE,NONE,NONE,NONE
2104963,mvvm,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
54519174,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3525529,MVC,,,NONE,NONE,NONE,Databases,NONE,quality standards,performance,NONE,NONE,NONE
44524378,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
12132041,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
51454764,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4977764,mvvm,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
31089298,client server,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
7258956,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11253532,MVC,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
54316248,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
8621886,ddd,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
45802390,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
792807,client server,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
13408502,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
25475881,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
45656182,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
12256147,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
54874984,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33630602,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
8335703,dao,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
25365404,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
49929136,client server,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
52957524,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
21634861,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29813744,activerecord,,,Web Application,NONE,NONE,NONE,NONE,NONE,safety,security,NONE,NONE
47789311,activerecord,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,modifiability,NONE,NONE
51450149,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
15850493,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
2377153,activerecord,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
15968861,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
45487751,mvvm,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
31356214,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
12326753,client server,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
43408599,ddd,,,NONE,NONE,NONE,Databases,NONE,Development methodology,availability,NONE,NONE,NONE
14861386,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
45482847,microservices,,,NONE,NONE,NONE,Hardware context,NONE,Quality standards,performance,NONE,NONE,NONE
42325825,client server,,,Web Application,NONE,NONE,NONE,NONE,Testing standards/ Methods,security,NONE,NONE,NONE
27785397,DTO,,,NONE,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
378420,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,scalability,NONE,NONE,NONE
54702480,dao,,,Web Application,NONE,NONE,Hardware context,NONE,NONE,performance,NONE,NONE,NONE
16482146,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,mobile application,modifiability,NONE
30100944,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
30098631,mvvm,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
15138392,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,performance,security,NONE,NONE
20200480,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
11076608,client server,,,Distributed Systems,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
46098754,microservices,,,Distributed Systems,NONE,NONE,Databases,NONE,Quality standards,availability,in,NONE,NONE
11433806,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,security,NONE,NONE
37080391,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4267109,MVC,observer pattern,,NONE,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
19863961,multi-tier,,,Web Application,NONE,Small,NONE,NONE,Development methodology,security,NONE,NONE,NONE
19154729,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
56956168,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,web application,NONE,NONE
55688224,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8710973,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
28259885,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
17278303,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
28287420,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
52060934,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,usability,NONE,NONE,NONE
49484973,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
53947162,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
32209568,REST,,,NONE,NONE,Small,Databases,NONE,Development methodology,security,NONE,NONE,NONE
2579124,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
16693092,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
15258067,client server,,,NONE,NONE,NONE,Network context,NONE,Development methodology,NONE,NONE,NONE,NONE
12104209,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
48613339,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8891879,soa,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
2617815,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
25922571,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
56782276,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
34220326,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
16674273,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
24054168,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
22399431,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
40441020,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5026186,dao,,,NONE,NONE,NONE,Databases,NONE,NONE,Modifiability,NONE,NONE,NONE
40889912,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50967664,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
50159354,microservices,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
39056199,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
22113859,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
54760793,FACTORY METHOD,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
25939230,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
50214352,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29321433,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
16578049,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,maintainability,NONE,NONE
5276288,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
599000,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
48948874,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4576874,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
28500107,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,mobile application,NONE,NONE
16408455,REST,,,web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
56412531,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
14540370,ddd,,,NONE,NONE,NONE,Databases,NONE,Development methodology,usability,NONE,NONE,NONE
501886,mvvm,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
23308241,multi-tier,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
42046797,microservices,,,NONE,Financial Systems,NONE,Databases,NONE,Development methodology,modifiability,performance,NONE,NONE
52824915,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
54329634,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23537585,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7580048,client server,,,Mobile Application,NONE,NONE,Operating Systems,NONE,Quality standards,security,NONE,NONE,NONE
6505085,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
12723080,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,mobile application,NONE,NONE
28096530,soa,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,scalability,NONE,NONE,NONE
7067194,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
14067794,adapter,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
14896223,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
48128853,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35462966,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
24652493,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
6843909,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
29636094,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
30443573,REST,,,Web Application,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
28796947,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
13108142,client server,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
11119430,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,maintainability,performance,NONE,NONE
48285656,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29467353,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
21842136,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
4613914,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
29947123,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29957203,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
5864527,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
43005954,client server,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
30681058,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37311465,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
48921774,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
51584078,microservices,,,NONE,NONE,NONE,Development Systems,NONE,Development methodology,NONE,NONE,NONE,NONE
29458548,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
16472417,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
3361665,MVC,,,NONE,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
1561643,ddd,,,NONE,NONE,NONE,Databases,Stakeholder context,Quality standards,performance,NONE,NONE,NONE
4776923,MVC,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
38459276,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
2193694,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
42945143,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17002809,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
48841945,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
34419439,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,Quality standards,NONE,NONE
5483042,mvvm,,,Mobile Application,Entertainment Systems,NONE,NONE,NONE,Development methodology,functionality,NONE,NONE,NONE
20430763,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8447550,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
13842998,MVC,,,NONE,NONE,NONE,Hardware context,NONE,Quality standards,security,NONE,NONE,NONE
3662418,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
21832809,SINGLETON,,,Web Application,NONE,Small,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
1669192,soa,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
4236211,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
4969755,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
45408320,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
41031844,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
36267270,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,functionality,NONE,NONE,NONE
48134800,microservices,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,scalability,availability,NONE,NONE
56853473,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23438892,soa,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
56500610,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
25155821,REST,,,Distributed Systems,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
2127771,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
49905527,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
1169610,ddd,,,Distributed Systems,NONE,NONE,Databases,NONE,Quality standards,performance,Development methodology,NONE,NONE
19912050,client server,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
38135683,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
5428015,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
9007957,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8896909,client server,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
5337063,inversion-of-control,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
51986166,REST,,,Web Application,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
42160716,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
55646845,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
28955215,soa,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
41376028,SINGLETON,,,Distributed Systems,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
12620006,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
49740664,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35245721,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
53209527,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3865152,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
54166985,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
15244320,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41917326,REST,,,Mobile Application,NONE,NONE,Network context,NONE,Development methodology,NONE,NONE,NONE,NONE
12971531,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
15321911,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
56528679,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
34208694,decorator,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
53662999,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,functionality,NONE,NONE
48158204,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
47345435,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
4010138,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
17823020,MVC,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
10995929,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,functionality,NONE,NONE
27468668,MVC,,,NONE,NONE,Small,NONE,NONE,NONE,security,NONE,NONE,NONE
38697382,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41571052,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
46116802,mvvm,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
29179640,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
35308263,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
824379,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
28271285,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
17896051,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
56867065,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
15147725,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
10414424,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
50575569,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
31336387,client server,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
17883188,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7982897,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
11726498,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
56024258,MVC,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
13863761,soa,,,NONE,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
15787464,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
42827789,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
271825,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
43990603,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
35525356,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
9022854,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
50915794,REST,,,NONE,NONE,NONE,Network context,NONE,Development methodology,NONE,NONE,NONE,NONE
39060189,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
3490513,MVC,,,Web Application,NONE,NONE,Databases,nONE,NONE,modifiability,NONE,NONE,NONE
1101069,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
32453796,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,security,NONE,NONE
35242968,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
44068965,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
34110375,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
28011998,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
41274464,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
17650073,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
13074733,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
7711657,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
4682331,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
52202101,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
25996371,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
9377479,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
34884782,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
3180499,client server,,,NONE,NONE,NONE,Hardware context,NONE,Quality standards,performance,network context,NONE,NONE
23283309,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
40497862,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
17260820,activerecord,,,Web Application,Financial Systems,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
8068856,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
