,Id,data_nocode,ContextTag,data_phraseList
178900,47947023,"['listbox', 'tkinter', 'listbox', 'choose', 'image', 'images', 'array', 'model', 'dont', 'known', 'listbox', 'corresponds', 'mvc', 'view', 'controller', 'controller', 'add', 'image', 'imported', 'accordance', 'mvc']",no,"['listbox', 'image', 'model']"
41748,10753352,"['downloaded', 'wcfrestservicewithkey', 'template', 'online', 'templates', 'visual', 'studio', 'webget', 'method', 'works', 'fine', 'webinvoke', 'method', 'work', 'example', 'simple', 'method', 'returns', 'method', 'allowed', 'thought', 'related', 'clientaccesspolicyxml', 'matter', 'figure', 'clientaccesspolicyxml', 'touch', 'webconfig', 'came', 'configured', 'template', 'file', 'idea', 'service', 'silverlight']",no,"['method return method', 'webinvoke method doe', 'webget method']"
50404,13003902,"['bold', 'changed', 'datagrid', 'cells', 'data', 'source', 'gets', 'updated', 'found', 'event', 'storyboard', 'work', 'fontweight', 'property', 'recommend', 'fixed', 'propose', 'new', 'smarter', 'way', 'bolding', 'changed', 'cells', 'datagrid']",no,"['datagrid cell', 'fontweight property', 'data source']"
196125,52833598,"['complex', 'object', 'comprises', 'parts', 'requires', 'data', 'fetched', 'different', 'service', 'rest', 'planning', 'use', 'abstractfactories', 'javas', 'completablefutures', 'accomplish', 'unsure', 'able', 'suggestions']",no,"['java object construction', 'service rest call', 'complex object']"
151111,40184483,"['scope', 'returns', 'array', 'instead', 'activerecord', 'relation', 'called', 'methods', 'scope', 'returns', 'activerecord', 'relation', 'going', 'inconsistent', 'return', 'types', 'unable', 'chain', 'scopes', 'chain', 'use', 'ar', 'relation', 'methods', 'order', 'pluck', 'console', 'calling', 'modelbeta', 'userclass', 'executing', 'query', 'modeljoinsconfigwhereconfig', 'type', 'model', 'opts', 'beta', 'true', 'execute', 'query', 'thought', 'scope', 'supposed', 'execute', 'needed', 'order', 'optimize', 'chained', 'scopesqueries']",no,"['activerecord scope return', 'inconsistent return type', 'scope wa']"
152289,40519723,"['jsp', 'page', 'searchmenujsp', 'input', 'buttonwhen', 'user', 'inputs', 'value', 'click', 'button', 'input', 'pass', 'rest', 'apithen', 'response', 'pass', 'jsp', 'called', 'searchresultsjsp', 'searchmenujsp', 'controller', 'class', 'searchmenucontrollerjava', 'response', 'rest', 'looks', 'problem', 'input', 'pass', 'rest', 'response', 'searchresultsjspand', 'controller', 'looks', 'doesnt', 'rest', 'template', 'properly', 'modified', 'controller', 'method', 'submit', 'form', 'gives', 'status', '404']",no,"['modified controller method', 'controller class searchmenucontroller', 'user input']"
30896,8167651,"['web', 'service', 'running', 'built', 'vs2010', 'operational', 'contracts', 'looks', 'ie', 'booth', 'complex', 'arguments', 'complex', 'return', 'types', 'multiple', 'returns', 'recently', 'outsourced', 'iphone', 'project', 'letting', 'use', 'service', 'communicate', 'server', 'learnt', 'understood', 'good', 'practice', 'communicating', 'iphone', 'lack', 'good', 'ways', 'consume', 'wsdl', 'example', 'look', 'possibility', 'expose', 'service', 'rest', 'service', 'communicating', 'json', 'added', 'new', 'endpoint', 'webhttpbinding', 'decorated', 'contracts', 'method', 'works', 'intended', 'decorate', 'method', 'try', 'access', 'receive', 'error', 'server', 'error', 'jetas5mobileservice', 'application', 'operation', 'getmetadata', 'contract', 'ijetas5mobileservice2', 'query', 'variable', 'named', 'ticket', 'type', 'jetasmobileservicedatacontractsiticket', 'type', 'jetasmobileservicedatacontractsiticket', 'convertible', 'querystringconverter', 'variables', 'uritemplate', 'query', 'values', 'types', 'converted', 'querystringconverter', 'manage', 'build', 'operationcontract', 'takes', 'string', 'argument', 'parses', 'thin', 'end', 'datacontractjsonserializer', 'feels', 'ugly', 'hack', 'way', 'solve', 'better', 'manner', 'beginner', 'comes', 'wcf', 'rest', 'afraid', 'point', 'beginner', 'tutorials', 'search', 'vast', 'sources', 'makes', 'hard', 'find', 'good', 'ones']",no,"['complex return type', 'type jetas mobileservice', 'error server error']"
209118,56096574,"['source', 'code', 'url', 'created', '2', 'table', 'postgresql', 'profile', 'users', 'profile', 'messages', 'enter', 'image', 'description', 'enter', 'image', 'description', '2', 'rest', 'api', 'things', 'table', 'code', 'file', 'appjs', 'enter', 'image', 'description', 'enter', 'image', 'description', 'created', 'getusers', 'function', 'untill', 'created', 'getmessages', 'function', 'current', 'restapi', 'users', 'getusers', 'function', 'running', 'restapi', 'messages', 'getmessages', 'function', 'run', 'use', 'browser', 'check', '2', 'api', 'users', 'run', 'enter', 'image', 'description', 'api', 'messages', 'received', 'browers', 'loading', 'permanent', 'enter', 'image', 'description', 'forget', 'extremely', 'thank']",no,"['image description', 'source code http github', 'rest api access']"
180360,48363883,"['time', 'use', 'aws', 'lambda', 'api', 'architecture', 'implement', 'serverless', 'let', 'microservices', 'microservices', 'hosted', 'aws', 'lambda', 'use', 'aws', 'api', 'gateway', 'router', 'implemented', 'jason', 'web', 'token', 'api', 'gateway', 'public', 'url', 'frontend', 'use', 'url', 'routing', 'api', 'url', 'lambda', 'real', 'url', 'url', 'url', 'routing', 'api', 'url', 'lambda', 'real', 'url', 'url', 'api', 'routing', 'url', 'url', 'lambda', 'real', 'url', 'url', 'basically', 'client', 'frontend', 'data', 'api', 'number', '1', 'token', 'use', 'api', 'routing', 'url', 'cases', 'api', 'number', '1', 'needs', 'service', 'number', '2', 'return', 'client', 'frontend', 'directly', 'service', 'number', '2', 'lambda', 'real', 'url', 'api', 'routing', 'url', 'service', 'number', '1', 'token', 'justified']",no,"['v1 lambda service1 lambda real url http cr7z0dds42 execute', 'v1 lambda service2 lambda real url http cr7z0ddgg2 execute', 'v1 lambda service3 lambda real url http cgf7z0ddgg2 execute']"
188665,50802648,"['appropriate', 'return', 'map', 'instead', 'pojo', 'current', 'old', 'dao', 'returning', 'list', 'object', 'array', 'objects', 'array', 'basically', 'keyvalue', 'pair', 'going', 'refactor', 'bit', 'list', 'pojos', 'normal', 'daos', 'return', 'key', 'value', 'pair', 'appropriate', 'return', 'map', 'map', 'transformation', 'service', 'layer', 'follow', 'convention', 'naming', 'pojo']",no,"['java dao design', 'service layer', 'normal daos']"
170836,45640312,"['loop', 'json', 'object', 'rest', 'endpoint', 'successfully', 'iterated', 'json', 'array', 'created', 'dynamic', 'table', 'based', 'variables', 'created', 'json', 'object', 'issues', 'creating', 'separate', 'table', 'location', 'example', 'location', 'row', 'associated', 'camera', 'position', 'photo', 'separate', 'cells', 'instead', 'table', 'coming', 'column', 'row', 'code', 'looks', 'disregard', 'amateur', 'coding', 'abilities', 'learning', 'function', 'getjsonurl', 'var', 'resp', 'var', 'xmlhttp', 'new', 'xmlhttprequest', 'xmlhttp', 'null', 'xmlhttpopenget', 'url', 'false', 'xmlhttpsendnull', 'resp', 'xmlhttpresponsetext', 'return', 'resp', 'function', 'getalllocations', 'gjson', 'getjson', 'url', 'var', 'parsedjson', 'jsonparsegjson', 'var', 'features', 'parsedjsonfeatures', 'return', 'features', 'creates', 'table', 'function', 'getjsonurl', 'var', 'resp', 'var', 'xmlhttp', 'new', 'xmlhttprequest', 'xmlhttp', 'null', 'xmlhttpopenget', 'url', 'false', 'xmlhttpsendnull', 'resp', 'xmlhttpresponsetext', 'return', 'resp', 'function', 'getalllocations', 'gjson', 'getjson', 'url', 'var', 'parsedjson', 'jsonparsegjson', 'var', 'features', 'parsedjsonfeatures', 'return', 'features', 'creates', 'table', 'function', 'createlocationtable', 'var', 'features', 'getalllocations', 'var', 'site', 'number', 'var', 'sitename', 'var', 'camerapostion', 'var', 'imgurl', 'var', 'date', 'new', 'date', 'var', 'content', 'content', 'content', 'content', 'rwis', 'images', 'content', 'var', 'tempsitename', 'features0attributessite', 'number', 'content', 'var', '0', 'featureslength', 'site', 'number', 'featuresiattributessite', 'number', 'sitename', 'featuresiattributesrpuid', 'camerapostion', 'featuresiattributescamera', 'position', 'imgurl', 'featuresiattributesimage', 'url', 'iftempsitenametostringsubstr0tempsitenametostringindexof', 'sitenametostringsubstr0sitenametostringindexof', 'tempsitename', 'sitename', 'create', 'new', 'row', 'tempsitename', 'sitename', 'content', 'content', 'everythind', 'goes', 'content', 'sitename', 'camerapostion', 'content', 'content', 'documentwritecontent', 'return', 'content', 'windowonload', 'createlocationtable', 'body', 'fontfamily', 'arial', 'trebuchet', 'ms', 'verdana', 'helvetica', 'sansserif', 'tableheader', 'fontsize', '24px', 'fontfamily', 'arial', 'sansserif', 'color', 'd46200', 'sitename', 'h', 'fontsize', '20px', 'fontfamily', 'arial', 'sansserif', 'color', '7c9f3d', 'tablelocation', 'background', 'dddddd', 'width', 'auto', 'margin', '10px', '0', 'fontsize', '14px', 'border', '1px', 'solid', 'black', 'tablelocation', 'td', 'padding', '5px', 'imgimgrwis', 'background', 'black', 'position', 'relative', 'padding', '1px', 'display', 'block', 'margin', '0', 'auto']",no,"['attribute site number sitename feature', 'table location background dddddd width auto margin', 'window onload createlocationtable body font family arial trebuchet']"
184183,49501326,"['different', 'springboot', 'microservices', 'created', 'service', 'service', 'b', 'service', 'api', 'lets', 'retrieve', 'video', 'id', 'service', 'b', 'needs', 'programatically', 'api', 'rest', 'template', 'code', 'follows', 'created', 'rest', 'controller', 'service', 'b', 'similar', 'service', 'service', 'bs', 'controller', 'error', 'postman', 'fix', 'rest', 'template']",no,"['rest controller', 'rest template', 'service']"
178281,47770156,"['error', 'server', 'search', 'animals', 'method', 'client', 'connects', 'server', 'soon', 'clicked', 'search', 'method', 'error', 'getconnection', 'method', 'connect', 'database', 'sockets', 'dont', 'fix', 'help', 'declarations', 'gui', 'server', 'page', 'code', 'data', 'base', 'connection', 'constructor', 'search', 'animal', 'method', 'client', 'server', 'declarations', 'method', 'search', 'method', 'server']",no,"['code data base connection constructor search animal', 'java socket client', 'search animal']"
55165,14294357,"['use', 'find', 'method', 'iterator', 'check', 'instance', 'class', 'defined', 'vector', 'overloaded', 'operator', 'class', 'couldnt', 'compile', 'missing', 'thanks', 'n', 'advance', 'snippet', 'code']",no,"['custom class vector', 'method', 'iterator']"
8999,2658987,"['new', 'zend', 'applicationzend', 'application', 'bootstrap', 'classes', 'confused', 'applying', 'custom', 'routes', 'example', 'moment', 'route', 'method', 'zend', 'application', 'bootstrap', 'bootstrap', 'definitely', 'run', 'route', 'applied', 'router', 'things', 'wrong', 'wrong', 'place', 'add', 'routes', 'adding', 'correct', 'router', 'point', 'right', 'direction']",no,"['zend application zend application bootstrap class', 'zend application bootstrap bootstrap', 'define custom route']"
209616,56210851,"['mvc', 'application', 'try', 'controller', 'form', 'created', 'javascript', 'click', 'submit', 'button', 'happens', 'code', 'form', 'html', 'works', 'fine', 'parameters', 'posted', 'controller', 'input', 'form', 'checked', 'inspector', 'elements', 'created', 'fine', 'proper', 'attributes', 'clue', 'missed', 'reference', 'documentation', 'id', 'happy']",no,"['form', 'controller', 'proper attribute']"
34270,8969159,"['server', 'client', 'setup', 'use', 'udp', 'communication', 'client', 'sending', '0', 'server', 'server', 'responds', '1', 'read', 'udp', 'guarantee', 'message', 'reaches', 'server', 'guarantee', 'correct', 'errors', 'mean', 'case', 'server', 'think', 'received', '1', 'instead', '0', 'happen', 'hasnt', 'happened', 'tests', 'far', 'errors', 'dropped', 'packets', 'going', 'common', 'mobile', '3g', 'connection', 'wondering', 'read', 'send', 'packet', 'multiple', 'duplicate', 'packets', 'received', 'server', 'case', 'realize', 'use', 'tcp', 'safer', 'create', 'low', 'latency', 'program']",no,"['error doe', 'udp error', 'udp doe']"
46995,12076957,"['servicestack', 'create', 'rest', 'service', 'handle', 'arbitrary', 'http', 'verbs', 'common', 'verbs', 'simple', 'methods', 'example', 'handle', 'request', 'public', 'class', 'myservice', 'restservicebase', 'public', 'override', 'object', 'ongetmyrequest', 'request', 'stuff', 'return', 'httpresult', 'object', 'serialization', 'similar', 'overrides', 'exist', 'post', 'delete', 'patch', 'use', 'head', 'verb', 'looked', 'documentation', 'examples', 'servicestack', 'questions', 'havent', 'found', 'indicates', 'correct', 'way']",no,"['object onget myrequest request', 'arbitrary http verb', 'servicestack rest service']"
52158,13472331,"['simple', 'demo', 'robospice', 'running', 'default', 'service', 'extends', 'springandroidcontentservice', 'found', 'github', 'weird', 'thing', 'send', 'request', 'progress', 'gets', 'updated', 'eventually', 'dont', 'onrequestsuccess', 'simple', 'toast', 'checked', 'logcat', 'exception', 'relevant', 'code', 'cause', 'simply', 'read', 'page', 'string', 'plaintext']",no,"['simple toast', 'simple demo', 'robospice requestprogress']"
3857,1272755,"['project', 'mspaintlike', 'wpf', 'application', 'dont', 'paint', 'pencil', 'tools', 'similar', 'objects', 'rectangle', 'circle', 'triangle', 'etc', 'use', 'prism', 'mvvm', 'model', 'achieve', 'testability', 'maintainability', 'run', 'problem', 'canvasviewxaml', 'thats', 'suggests', 'canvas', 'painting', 'implemented', 'custom', 'prism', 'commandbehaviors', 'ie', 'mousedowncommandbehavior', 'provide', 'way', 'bind', 'commands', 'viewmodel', 'mouse', 'actions', 'canvas', 'basic', 'setup', 'looks', 'things', 'present', 'code', 'paintobjects', 'collection', 'paintobject', 'objects', 'itemscontrol', 'view', 'binds', 'paintobject', 'base', 'class', 'usable', 'paintobjects', 'rectangle', 'circle', 'triangle', 'etc', 'selectedobject', 'type', 'paintobject', 'determined', 'selection', 'process', 'prism', 'module', 'toolbox', 'unit', 'test', 'onmouseleftbuttondown', 'method', 'problem', 'heavily', 'relies', 'mouseeventargs', 'dont', 'good', 'way', 'mockstub', 'mouseeventargs']",no,"['custom prism commandbehaviors', 'prism module', 'circle triangle']"
21041,5697358,"['suppose', 'reversible', 'iterator', 'java', 'thats', 'suppose', 'run', 'binary', 'tree', 'reverse', 'forward', 'ill', 'directions', 'far', 'directions', 'able', 'find', 'node', 'inorder', 'successor', 'previous', 'node', 'inorder', 'predecessor', 'current', 'node', 'find', 'node', 'cases', 'current', 'node', 'right', 'child', 'case', 'node', 'minimum', 'node', 'right', 'ancestor', 'current', 'node', 'smaller', 'value', 'larger', 'value', 'node', 'right', 'left', 'matter', 'case', 'node', 'found', 'follows', 'set', 'node', 'currentright', 'nodeleft', 'null', 'set', 'node', 'nodeleft', 'loop', 'finished', 'set', 'node', 'current', 'node', 'right', 'child', 'case', 'node', 'going', 'ancestor', 'current', 'node', 'current', 'node', 'right', 'child', 'parent', 'code', 'needs', 'going', 'parent', 'field', 'goes', 'left', 'link', 'current', 'node', 'maximum', 'tree', 'node', 'null', 'case', 'node', 'found', 'follows', 'set', 'child', 'current', 'set', 'parent', 'currentparent', 'parent', 'null', 'child', 'parentright', 'set', 'child', 'parent', 'set', 'parent', 'parentparent', 'loop', 'set', 'parent', 'finding', 'previous', 'node', 'symmetric', 'descriptions', 'switch', 'left', 'right', 'switch', 'minimum', 'maximum', 'iterator', 'method', 'method', 'return', 'minimum', 'element', 'tree', 'iteratort', 'start', 'method', 'method', 'return', 'smallest', 'element', 'greater', 'equal', 'start', 'think', 'iterator', 'wrong', 'restrictions', 'restrictions', 'sortedbst', 'class', 'reversibleiterator', 'classes', 'use', 'arrays', 'arraylists', 'iteration', 'performed', 'creating', 'new', 'arrays', 'arraylists', 'nodes', 'heres', 'iterator']",no,"['reversible iterator', 'current', 'minimum element']"
199560,53681521,"['rails', 'app', 'associations', 'controller', 'works', 'unfortunately', 'generates', 'lot', 'n1', 'queries', 'way', 'sales', 'volume', 'person', 'generating', 'separate', 'sql', 'query', 'person', 'addition', 'eagerloading', 'didnt', 'work', 'number', 'queries']",no,"['separate sql query', 'person addition', 'rail association']"
118277,31683798,"['implementing', 'feature', 'scenario', 'similar', 'company', 'itemsand', 'item', 'column', 'called', 'company', 'item', 'number', 'way', 'increment', 'company', 'item', 'number', 'new', 'item', 'added', 'particular', 'company', 'preserving', 'cardinality', 'item', 'deleted', 'note', 'different', 'item', 'id', 'auto', 'increment', 'item', 'added', 'company', 'example', 'company', 'company', 'item', 'number', '1', 'company', 'item', 'number', '2', 'company', 'item', 'number', '3', 'removeddeleted', 'company', 'item', 'number', '4', 'company', 'b', 'company', 'item', 'number', '1', 'removeddeleted', 'company', 'item', 'number', '2', 'sure', 'previous', 'item', 'deleted', 'item', 'number', '1', 'greater', 'previously', 'deleted', 'item', 'preserving', 'cardinality', 'thoughts', 'greatly', 'appreciated']",no,"['company item number', 'item number', 'previous item wa']"
144322,38320760,"['helo', 'setup', 'able', 'post', 'json', 'data', 'databasemongodb', 'successfully', 'code', 'written', 'retrieve', 'data', 'android', 'app', 'app', 'giving', 'null', 'try', 'rest', 'api', 'client', 'google', 'help', 'code', 'android', 'code', 'code', 'thanksalby']",no,"['code android code code', 'android app', 'rest api client']"
33994,8907460,"['singleton', 'class', 'final', 'static', 'method', 'getinstance', 'code', 'wrong']",no,"['final static method getinstance', 'class', 'code']"
139094,36959930,"['use', 'singleton', 'paradigm', 'r', 'package', 'testing', 'c', 'code', 'standalone', 'dont', 'experience', 'problems', 'errors', 'integrated', 'r', 'rcpp', 'crashed', 'output', 'r', 'crashed', 'educated', 'guesses', 'point', 'memory', 'issue', 'exposing', 'singleton', 'rcpp', 'hiding', 'different', 'exposed', 'class', 'times', 'crashed', 'output', 'run', 'isolated', 'function', 'involving', 'class', 'uses', 'singleton', 'paradigm', 'prints', 'information', 'class', 'ran', 'function', 'successfully', 'second', 'run', 'printed', 'bad', 'values', 'use', 'singleton', 'paradigm', 'rcpp', 'edit', 'rcpp', 'modules']",no,"['singleton paradigm', 'exposed class', 'isolated function']"
91450,24768056,"['suggest', 'correct', 'http', 'request', 'header', 'field', 'use', 'pass', 'flag', 'rest', 'api', 'use', 'expect', 'request', 'element', 'use', 'case', 'use', 'case', 'read', 'client', 'request', 'headerread', 'flagsay', 'value', '1', '0', 'task', 'value1', 'task', 'b', 'value0']",no,"['correct http request header field', 'client request header', 'request element']"
115573,31054882,"['little', 'confuse', 'problem', 'spring', 'mvc', 'view', 'doesnt', 'load', 'request', 'jquery', 'controller', 'called', 'view', 'web', 'browser', 'doesnt', 'change', 'explain', 'step', 'step', 'click', 'button', 'jquery', 'script', 'controller', 'activated', 'logadmin', 'delete', 'view', 'home', 'doesnt', 'load', 'remove', 'lines', 'jquery', 'script', 'ajax', 'remain', 'locationhref', 'view', 'home', 'loaded', 'view', 'boostrap', 'spring', 'boot', '122', 'java', '18', 'sitemesh', '30']",no,"['boostrap spring boot', 'jquery script', 'jquery controller']"
37561,9748795,"['magentos', 'eventobserver', 'model', 'event', 'sales', 'order', 'place', 'order', 'id', 'increment', 'id', 'magento', 'ie', 'event', 'soon', 'customer', 'press', 'place', 'order', 'created', 'configxml', 'amp', 'observerphp', 'xampphtdocslocalhostmagentoappcodelocalsampleeventetcconfigxml', 'configxml', 'xampphtdocslocalhostmagentoappcodelocalsampleeventmodelobserverphp', 'observerphp', 'observerphp', 'order', 'noincrement', 'id', 'soon', 'customer', 'places', 'order', 'aim', 'pass', 'order', 'external', 'php', 'file', 'function1php', 'function', 'dependent', 'order', 'noincrement', 'id', 'function1php', 'include', 'file', 'function1php', 'observerphp', 'soon', 'customer', 'press', 'place', 'order', 'tab', 'function1php', 'file', 'order', 'amp', 'execute', 'queries', 'wanted', 'insert', 'data', 'custom', 'table', 'needed', 'send', 'external', 'system', 'ie', 'oracle', 'dont', 'touch', 'magento', 'core', 'tables', 'created', 'custom', 'table', 'questions', 'pass', 'order', 'observerphp', 'function1php', 'include', 'function1php', 'observerphp', 'customer', 'places', 'order', 'file', 'executed', 'order', 'job', 'provide', 'help', 'sample', 'code', 'connect', 'creating', 'object', 'amp', 'accessing', 'functions', 'failed', 'use', 'curl', 'didnt', 'work', 'waiting', 'responses', 'amp', 'suggestions']",no,"['customer press place order tab', 'event sale order place', 'customer press place order']"
41074,10577052,"['successfully', 'deployed', 'wcf', 'restful', 'web', 'service', 'iis', '7', 'verified', 'service', 'browser', 'ie', 'url', 'method', 'post', 'verified', 'iis', 'configuration', 'allows', 'posts', 'issue', 'follows', '3rd', 'party', 'software', 'service', 'application', 'allows', 'external', 'web', 'service', 'calls', 'allows', 'configure', 'url', 'url', 'choose', 'parameter', 'web', 'service', 'external', 'application', '404', 'error', 'registered', 'iis', 'think', 'difference', 'way', 'webservice', 'url', 'way', 'saas', 'application', 'calling', 'external', 'web', 'service', 'web', 'service', 'attempting', 'pass', 'username', 'detect', 'constructing', 'write', 'web', 'enabled', 'end', 'web', 'service', 'hosted', 'iis', 'handle', 'xml', 'assuming', 'saas', 'application', 'pass', 'username', 'web', 'service', 'thank', 'advance', 'ideas', 'help']",no,"['wcf restful web service', 'external web service', 'web service']"
85054,22971198,"['wanted', 'way', 'bind', 'single', 'selected', 'item', 'listbox', 'set', 'textboxes', 'buttons', 'wpf', 'listbox', 'view', 'model', 'tagviewmodel', 'observable', 'collection', 'select', 'item', 'listbox', 'bind', 'specific', 'items', 'attribute', 'bind', 'commands', 'buttons', 'mvvm', 'approach']",no,"['specific item', 'observable collection', 'listbox']"
49189,12649330,"['imported', 'db', 'schema', 'content', 'legacy', 'site', 'rails', 'project', 'dvds', 'votes', 'votes', 'simply', 'integer', 'field', 'dvd', 'model', 'dvdvotesinteger10', 'associate', 'new', 'votes', 'users', 'easily', 'rails', 'created', 'new', 'vote', 'model', 'belongs', 'dvd', 'user', 'models', 'situation', 'calling', 'dvdfirstvotes', 'array', 'theres', 'data', 'vote', 'model', 'votes', 'count', 'imported', 'counts', 'renamed', 'dvdvotes', 'field', 'dvdvotes', 'count', 'adding', 'vote', 'model', 'added', 'belongs', 'dvd', 'counter', 'cache', 'true', 'vote', 'model', 'sure', 'ideal', 'solution', 'problem', 'votes', 'simply', 'querying', 'dvdvotes', 'count', 'theres', 'better', 'way']",no,"['vote vote', 'vote model', 'vote field']"
101986,27700481,"['technique', 'presented', 'post', 'ray', 'burns', 'answer', 'bind', 'richtextbox', 'underlying', 'stringtype', 'property', 'view', 'model', 'vm', 'problem', 'facing', 'underlying', 'field', 'doesnt', 'appear', 'updating', 'user', 'types', 'richtextbox', 'focus', 'changes', 'heres', 'relevant', 'xaml', 'syntaxhighlightertextbox', 'custom', 'control', 'inherits', 'richtextbox', 'query', 'property', 'underlying', 'vm', 'edit', 'heres', 'handlers', 'code']",no,"['string type property', 'view model', 'relevant xaml syntaxhighlightertextbox']"
190340,51288331,"['somebody', 'help', 'listview', 'bound', 'observablecollection', 'ie', 'stabcollection', 'data', 'displays', 'perfectly', 'couple', 'textboxes', 'combo', 'box', 'enable', 'user', 'edit', 'columns', 'textboxes', 'edited', 'values', 'change', 'gridview', 'expected', 'achieve', 'cancel', 'feature', 'revert', 'changes', 'original', 'manually', 'changing', 'selecteditem', 'stabcollection', 'changing', 'stabcollectionselectedindex', 'doesnt', 'update', 'ui', 'collection', 'changing', 'help', 'appreciated']",no,"['stabcollection selectedindex doesn', 'cancel feature', 'combo box']"
15088,4209678,"['models', 'simplified', 'similar', 'recipe', 'video', 'id', 'descripion', 'video', 'belongs', 'recipe', 'id', 'link', 'recipe', 'id', 'recipescontrollernew', 'render', 'view', 'creating', 'resource', 'use', 'form', 'recipe', 'regular', 'fhelpers', 'thing', 'field', 'fill', 'link', 'attribute', 'belongs', 'different', 'object', 'video', 'fhelpers', 'prefix', 'resourcefield', 'regular', 'text', 'field', 'tag', 'link', 'went', 'smooth', 'far', 'recipescontrollercreate', 'recipe', 'recipenewparamsrecipe', 'recipevideo', 'videonewparamslink', 'assign', 'video', 'recipe', 'usual', 'recipesave', 'stuck', 'expected', 'video', 'contains', 'errors', 'recipe', 'wont', 'save', 'able', 'use', 'recipeerrors', 'object', 'obtain', 'errors', 'ones', 'video', 'recipe', 'save', 'recipeerrors', 'contain', 'messages', 'video', 'partial', 'errors', 'object', 'recipe', 'list', 'messages', 'wont', 'pick', 'ones', 'got', 'trigged', 'video', 'object', 'things', 'example', 'inside', 'partial', 'conditional', 'originally', 'checked', 'swapped', 'objecterrorsmergeobjectvideoerrorsany', 'didnt', 'work', 'sadly', 'situation', 'prevent', 'recipe', 'saving', 'video', 'errors', 'list', 'seamlessly']",no,"['video video', 'video ha error', 'video error']"
97745,26542400,"['storing', 'questionnaire', 'xml', 'format', 'string', 'type', 'data', 'field', 'called', 'questionnaire', 'database', 'fields', 'contactid', 'questionannire', 'mvc', 'applicationcan', 'tell', 'viewmodel', 'look', 'xml']",no,"['string type data field', 'mvc viewmodel', 'database field']"
58787,15335640,"['creating', 'container', 'class', 'implements', 'double', 'linked', 'list', 'pretty', 'neat', 'fun', 'problem', 'define', 'equality', 'operators', 'iterator', 'type', 'template', 'specialization', 'work', 'specialize', 'type', 'use', 'annoying', 'obvious', 'reasons']",no,"['iterator type', 'double linked list', 'iterator equality']"
2144,813487,"['way', 'base', 'afternoon', 'run', 'curl', 'post', 'command', 'recess', 'php', 'framework', 'tutorial', 'dont', 'understand', 'php', 'supposed', 'interpret', 'post', 'comes', 'array', 'slash', 'look', 'idiot', 'executed', 'windows', 'php', '52', 'linux', 'server', 'version', 'linux', 'curl', 'missing', 'pretty', 'straightforward', 'post', 'isnt', 'interpreted', 'right', 'work', 'great', 'http11', '409', 'conflict', 'date', 'fri', '01', '2009', '220300', 'gmt', 'server', 'apache228', 'win32', 'php526', 'xpoweredby', 'php526', 'transferencoding', 'chunked', 'contenttype', 'texthtml', 'charsetiso88591', 'screencastidnullsubjectnullbodynull', 'dataurlnulldatamediumnullcreatedonnullauthornull']",no,"['content type text html charset iso', 'linux curl', 'linux server']"
489,265883,"['com', 'data', 'service', 'configured', 'use', 'object', 'pooling', 'min', 'max', 'pool', 'size', '1', 'singleton', 'scenarios', 'object', 'count', 'number', 'clients', 'reference', 'instance', 'goes', '1', 'steadily', 'increases', 'instance', 'creation', 'method', 'wrapped', 'stmt', 'instance', 'properly', 'returned', 'pool', 'time', 'occurs', 'network', 'problems', 'transportlevel', 'error', 'exceptions', 'sqlserver', 'suspect', 'correlation', 'object', 'count', 'increases', '1']",no,"['object count increase', 'object count', 'singleton numerous reference']"
23815,6393879,"['project', 'django', 'celerydjangocelery', 'team', 'decided', 'wrap', 'data', 'access', 'code', 'appnamemanagerpynot', 'wrap', 'managers', 'django', 'way', 'let', 'code', 'appnametaskpy', 'dealing', 'assemble', 'perform', 'tasks', 'celeryso', 'dont', 'django', 'orm', 'dependency', 'layer', 'managerpy', 'taskpy', 'wrap', 'tasks', 'maybe', 'use', 'tasks', 'complicated', 'tasks', 'write', 'decorator', 'taskpy', 'things', 'work', 'fine', 'task', 'applying', 'task', 'decoratorto', 'celery', 'documentation', 'instructed', 'things', 'start', 'fall', 'apart', 'apparently', 'time', 'mfunc', 'task', 'gets', 'called', 'taskget', 'tag', 'function', 'gets', 'passed', 'f', 'ended', 'wrapper', 'f', 'time', 'thing', 'cat', 'single', 'tag', 'new', 'decorators', 'help', 'understand', 'went', 'wrong', 'point', 'ways', 'achieve', 'task', 'hate', 'write', 'task', 'wrap', 'code', 'data', 'access', 'functions']",no,"['data access code', 'celery documentation', 'tag function']"
74528,19849602,"['lets', 'web', 'app', 'responds', 'urls', 'format', 'entitiesentitykey', 'access', 'logs', 'find', 'people', 'visiting', 'entitieskey1', 'app', 'urls', 'generated', 'lower', 'case', 'version', 'entitieskey1', 'key1', 'throw', '404', 'found', 'error', 'route', 'requirements', 'use', 'url', 'rewriting', 'rewrite', 'key', 'uppercase', 'create', '302', 'redirects', 'lowercase', 'uppercase', 'application', 'convert', 'uppercase', 'handle', 'requests', 'caseinsensitive', 'fashion']",no,"['accept case insensitive url', 'app url', 'low case version']"
